symbol,name,market cap,country,ipo year,sector,industry
evk,Ever-Glory International Group Inc. Common Stock,46574808,China,,Consumer Non-Durables,Apparel
evlo,Evelo Biosciences Inc. Common Stock,557965971,United States,2018,Health Care,Major Pharmaceuticals
evm,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,291683936,United States,2002,,
evn,Eaton Vance Municipal Income Trust Common Stock,529556626,United States,1999,,
evok,Evoke Pharma Inc. Common Stock,66503420,United States,2013,Health Care,Major Pharmaceuticals
evol,Evolving Systems Inc. Common Stock,24634789,United States,1998,Technology,EDP Services
evop,EVO Payments Inc. Class A Common Stock,1112754745,United States,2018,Miscellaneous,Business Services
evr,Evercore Inc. Class A Common Stock,4486158120,United States,2006,Finance,Investment Managers
evrg,Evergy Inc. Common Stock,12245514723,,2018,Public Utilities,Power Generation
evri,Everi Holdings Inc. Common Stock,1174639205,United States,,Consumer Services,Services-Misc. Amusement & Recreation
evt,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,1725590300,United States,2003,,
evtc,Evertec Inc. Common Stock,2831696991,Puerto Rico,2013,Technology,EDP Services
evv,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,1442545964,United States,2003,,
evy,Eaton Vance New York Municipal Income Trust Shares of Beneficial Interest,75085409,United States,1999,,
ew,Edwards Lifesciences Corporation Common Stock,55994494591,United States,,Health Care,Industrial Specialties
ewbc,East West Bancorp Inc. Common Stock,7190742466,United States,,Finance,Major Banks
exas,Exact Sciences Corporation Common Stock,20140274046,United States,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch
exc,Exelon Corporation Common Stock,41120379315,United States,,Public Utilities,Power Generation
exd,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,96731965,United States,2010,,
exel,Exelixis Inc. Common Stock,6283991430,United States,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
exfo,EXFO Inc,184333470,Canada,,Capital Goods,Electrical Products
exg,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,2645512271,United States,2007,,
exk,Endeavour Silver Corporation Ordinary Shares (Canada),755488185,Canada,,Basic Industries,Precious Metals
exls,ExlService Holdings Inc. Common Stock,2899605056,United States,2006,Miscellaneous,Business Services
exn,Excellon Resources Inc. Common Shares,92342686,,2020,Basic Industries,Precious Metals
exp,Eagle Materials Inc Common Stock,4251630163,United States,,Capital Goods,Building Materials
expc,Experience Investment Corp. Class A Common Stock,403390625,United States,2019,Finance,Business Services
expd,Expeditors International of Washington Inc. Common Stock,16026075719,United States,,Transportation,Oil Refining/Marketing
expe,Expedia Group Inc. Common Stock,18667250303,United States,,Consumer Services,Transportation Services
expi,eXp World Holdings Inc. Common Stock,4760940947,United States,,Finance,Real Estate
expo,Exponent Inc. Common Stock,4614646408,United States,,Consumer Services,Professional Services
expr,Express Inc. Common Stock,61992391,United States,2010,Consumer Services,Clothing/Shoe/Accessory Stores
exr,Extra Space Storage Inc Common Stock,14818122823,United States,2004,Consumer Services,Real Estate Investment Trusts
extn,Exterran Corporation Common Stock,138146111,United States,2015,Technology,Diversified Commercial Services
extr,Extreme Networks Inc. Common Stock,846330383,United States,1999,Technology,Computer Communications Equipment
eye,National Vision Holdings Inc. Common Stock,3718833285,United States,2017,Health Care,Ophthalmic Goods
eyeg,Eyegate Pharmaceuticals Inc. Common Stock,26838458,United States,,Health Care,Major Pharmaceuticals
eyen,Eyenovia Inc. Common Stock,140098333,United States,2018,Health Care,Major Pharmaceuticals
eyes,Second Sight Medical Products Inc. Common Stock,52501507,United States,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
eypt,EyePoint Pharmaceuticals Inc. Common Stock,88056600,United States,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ezpw,EZCORP Inc. Class A Non Voting Common Stock,261306765,United States,1991,Consumer Services,Other Specialty Stores
f,Ford Motor Company Common Stock,35219426047,United States,,Capital Goods,Auto Manufacturing
faf,First American Corporation (New) Common Stock,5766466729,United States,,Finance,Specialty Insurers
faii,Fortress Value Acquisition Corp. II Class A Common Stock,464887500,,2020,Finance,Business Services
fam,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest,134022367,United States,2006,,
fami,Farmmi Inc. Ordinary Shares,23894917,China,2018,Consumer Non-Durables,Packaged Foods
fang,Diamondback Energy Inc. Commmon Stock,7633316581,United States,2012,Energy,Oil & Gas Production
fanh,Fanhua Inc. American Depositary Shares,652389256,China,,Finance,Specialty Insurers
farm,Farmer Brothers Company Common Stock,76826256,United States,,Consumer Non-Durables,Packaged Foods
faro,FARO Technologies Inc. Common Stock,1253943339,United States,1997,Capital Goods,Industrial Machinery/Components
fast,Fastenal Company Common Stock,28157314022,United States,1987,Consumer Services,RETAIL: Building Materials
fat,FAT Brands Inc. Common Stock,86836552,United States,2017,Consumer Services,Restaurants
fate,Fate Therapeutics Inc. Common Stock,8155580836,United States,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
fax,Aberdeen Asia-Pacific Income Fund Inc Common Stock,1077476595,United States,1986,,
fb,Facebook Inc. Class A Common Stock,7.77584E+11,United States,2012,Technology,Computer Software: Programming Data Processing
fbc,Flagstar Bancorp Inc. Common Stock,2145360605,United States,,Finance,Savings Institutions
fbhs,Fortune Brands Home & Security Inc. Common Stock,11938144222,United States,,Basic Industries,Forest Products
fbio,Fortress Biotech Inc. Common Stock,309687956,United States,,Health Care,Major Pharmaceuticals
fbiz,First Business Financial Services Inc. Common Stock,159546991,United States,,Finance,Major Banks
fbk,FB Financial Corporation Common Stock,1648179896,United States,2016,Finance,Major Banks
fbm,Foundation Building Materials Inc. Common Stock,830472752,United States,2017,Consumer Services,RETAIL: Building Materials
fbms,First Bancshares Inc.,650954727,United States,,Finance,Major Banks
fbnc,First Bancorp Common Stock,959679544,United States,1987,Finance,Major Banks
fbp,First BanCorp. New Common Stock,1990247577,Puerto Rico,,Finance,Major Banks
fbrx,Forte Biosciences Inc. Common Stock,455101311,United States,2017,Health Care,Major Pharmaceuticals
fbss,Fauquier Bankshares Inc. Common Stock,66028215,United States,,Finance,Major Banks
fc,Franklin Covey Company Common Stock,315010776,United States,,Consumer Services,Other Consumer Services
fcac,Falcon Capital Acquisition Corp. Class A Common Stock,459281250,United States,2020,Finance,Business Services
fcap,First Capital Inc. Common Stock,213567456,United States,,Finance,Savings Institutions
fcau,Fiat Chrysler Automobiles N.V. Common Shares,36478480894,United Kingdom,2014,Capital Goods,Auto Manufacturing
fcbc,First Community Bankshares Inc. (VA) Common Stock,381985117,United States,,Finance,Major Banks
fcbp,First Choice Bancorp Common Stock,209773850,United States,,Finance,Major Banks
fcco,First Community Corporation Common Stock,129252663,United States,,Finance,Major Banks
fccy,1st Constitution Bancorp (NJ) Common Stock,166160322,United States,,Finance,Savings Institutions
fcel,FuelCell Energy Inc. Common Stock,3846312623,United States,,Miscellaneous,Industrial Machinery/Components
fcf,First Commonwealth Financial Corporation Common Stock,1044482340,United States,,Finance,Major Banks
fcfs,FirstCash Inc. Common Stock,2844475783,United States,1991,Consumer Services,Other Specialty Stores
fcn,FTI Consulting Inc. Common Stock,3968434978,United States,,Consumer Services,Professional Services
fcnca,First Citizens BancShares Inc. Class A Common Stock,5607523192,United States,,Finance,Major Banks
fco,Aberdeen Global Income Fund Inc. Common Stock,69013081,United States,1992,,
fcpt,Four Corners Property Trust Inc. Common Stock,2229793874,United States,2015,Consumer Services,Real Estate Investment Trusts
fcrd,First Eagle Alternative Capital BDC Inc. Common Stock,109598158,United States,,,
fct,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,306937043,United States,2004,,
fcx,Freeport-McMoRan Inc. Common Stock,38479220130,United States,,Basic Industries,Precious Metals
fdbc,Fidelity D & D Bancorp Inc. Common Stock,319820438,United States,,Finance,Major Banks
fdeu,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest,204542748,,2015,,
fdmt,4D Molecular Therapeutics Inc. Common Stock,1089951888,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
fdp,Fresh Del Monte Produce Inc. Common Stock,1145804755,Cayman Islands,1997,Consumer Non-Durables,Farming/Seeds/Milling
fds,FactSet Research Systems Inc. Common Stock,12494393522,United States,1996,Technology,Computer Software: Programming Data Processing
fdus,Fidus Investment Corporation Common Stock,309866232,United States,2011,,
fdx,FedEx Corporation Common Stock,68719550976,United States,,Transportation,Air Freight/Delivery Services
fe,FirstEnergy Corp. Common Stock,16293983766,United States,,Public Utilities,Electric Utilities: Central
fedu,Four Seasons Education (Cayman) Inc. American Depositary Shares each two ADSs representing one ordinary share,49629157,,2017,Consumer Services,Other Consumer Services
fei           ,First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest,269821558,,2012,,
feim,Frequency Electronics Inc. Common Stock,100406915,United States,,Capital Goods,Electrical Products
fele,Franklin Electric Co. Inc. Common Stock,3204590488,United States,,Consumer Durables,Metal Fabrications
fen,First Trust Energy Income and Growth Fund,213622309,United States,2004,,
fenc,Fennec Pharmaceuticals Inc. Common Stock,185918048,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
feng,Phoenix New Media Limited American Depositary Shares each representing 8 Class A ordinary shares.,86760018,China,2011,Consumer Services,Broadcasting
feo,First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial Interest,70734406,United States,,,
fet,Forum Energy Technologies Inc. Common Stock,67747853,United States,2012,Energy,Metal Fabrications
feye,FireEye Inc. Common Stock,5422380904,United States,2013,Technology,Computer peripheral equipment
ff,FutureFuel Corp.  Common shares,553352024,United States,,Basic Industries,Major Chemicals
ffa,First Trust Enhanced Equity Income Fund,348700523,United States,2004,,
ffbc,First Financial Bancorp. Common Stock,1706987597,United States,,Finance,Major Banks
ffbw,FFBW Inc. Common Stock (MD),77035213,United States,2017,Finance,Savings Institutions
ffc,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,1034778366,,2003,,
ffg,FBL Financial Group Inc. Common Stock,1298764405,United States,1996,Finance,Life Insurance
ffhl,Fuwei Films (Holdings) Co. Ltd. Ordinary Shares,40790304,China,2006,Capital Goods,Specialty Chemicals
ffic,Flushing Financial Corporation Common Stock,462217834,United States,,Finance,Major Banks
ffin,First Financial Bankshares Inc. Common Stock,5126048337,United States,,Finance,Major Banks
ffiv,F5 Networks Inc. Common Stock,10870483379,United States,1999,Technology,Computer Communications Equipment
ffnw,First Financial Northwest Inc. Common Stock,110580286,United States,,Finance,Major Banks
ffwm,First Foundation Inc. Common Stock,897435376,United States,,Finance,Major Banks
fgb,First Trust Specialty Finance and Financial Opportunities Fund,45257912,United States,2007,,
fgbi,First Guaranty Bancshares Inc. Common Stock,172127941,United States,,Finance,Savings Institutions
fgen,FibroGen Inc Common Stock,3482980178,United States,2014,Health Care,Major Pharmaceuticals
fgf,FG Financial Group Inc. Common Stock,21812402,United States,2014,Finance,Property-Casualty Insurers
fhb,First Hawaiian Inc. Common Stock,3060433701,United States,2016,Finance,Major Banks
fhi,Federated Hermes Inc. Common Stock,2846663021,United States,,Finance,Investment Managers
fhn,First Horizon Corporation Common Stock,7090242643,United States,,Finance,Major Banks
fhtx,Foghorn Therapeutics Inc. Common Stock,795235970,United States,2020,Health Care,Major Pharmaceuticals
fi,Frank's International N.V. Common Stock,617850092,,2013,Energy,Oilfield Services/Equipment
fibk,First Interstate BancSystem Inc. Class A Common Stock,2563728497,United States,2010,Finance,Major Banks
fico,Fair Isaac Corproation Common Stock,14837160452,United States,,Miscellaneous,Business Services
fif,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,182524209,United States,2011,,
fiii,Forum Merger III Corporation Class A Common stock,440359556,United States,2020,Finance,Business Services
